Text,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,DayOfWeek,TimePeriod,CleanedText,ComputedSentiment,ExtractedHashtags
"Immersed in the pulsating beats of a Bruno Mars concert, where 'Uptown Funk' becomes a city of joy. ",2017-03-28 20:30:00, MarsJoyExplorer ,Facebook, #Joy #BrunoMars ,28.0,55.0,Usa,2017,3,28,20,Tuesday,Evening,immersed in the pulsating beats of a bruno mars concert where uptown funk becomes a city of joy,Positive,"['#Joy', '#BrunoMars']"
"At a Michael Jackson tribute show, moonwalking through the hits, a celebration of the King of Pop. ",2022-01-15 21:15:00, MJTributeDancer ,Instagram, #Celebration #MJTribute ,25.0,50.0,Usa,2022,1,15,21,Saturday,Evening,at a michael jackson tribute show moonwalking through the hits a celebration of the king of pop,Neutral,"['#Celebration', '#MJTribute']"
"Swinging to the rhythms of a Frank Sinatra tribute, feeling the timeless charm of 'Fly Me to the Moon'. ",2019-06-10 18:45:00, SinatraCharmListener ,Twitter, #Charm #SinatraTribute ,22.0,45.0,Usa,2019,6,10,18,Monday,Evening,swinging to the rhythms of a frank sinatra tribute feeling the timeless charm of fly me to the moon,Positive,"['#Charm', '#SinatraTribute']"
"In the mosh pit of a Metallica concert, the thunderous chords create a symphony of headbanging ecstasy. ",2023-03-20 22:30:00, MetallicaMoshWarrior ,Facebook, #Ecstasy #MetallicaConcert ,35.0,70.0,Usa,2023,3,20,22,Monday,Evening,in the mosh pit of a metallica concert the thunderous chords create a symphony of headbanging ecstasy,Neutral,"['#Ecstasy', '#MetallicaConcert']"
"Experiencing the magic of a Coldplay concert, where 'Fix You' becomes a beacon of hope in the night. ",2016-11-28 19:00:00, ColdplayHopeSeeker ,Instagram, #Hope #ColdplayMagic ,30.0,60.0,Uk,2016,11,28,19,Monday,Evening,experiencing the magic of a coldplay concert where fix you becomes a beacon of hope in the night,Positive,"['#Hope', '#ColdplayMagic']"
"At a Justin Bieber concert, the infectious beats of 'Baby' create a dance floor of unbridled enthusiasm. ",2018-08-05 20:00:00, BieberDanceEnthusiast ,Instagram, #Enthusiasm #JustinBieber ,40.0,80.0,Canada,2018,8,5,20,Sunday,Evening,at a justin bieber concert the infectious beats of baby create a dance floor of unbridled enthusiasm,Neutral,"['#Enthusiasm', '#JustinBieber']"
"In the spotlight at a Lady Gaga show, each costume change is a metamorphosis of creativity and artistry. ",2021-04-15 21:30:00, GagaArtisticChameleon ,Twitter, #Creativity #LadyGaga ,35.0,70.0,Usa,2021,4,15,21,Thursday,Evening,in the spotlight at a lady gaga show each costume change is a metamorphosis of creativity and artistry,Neutral,"['#Creativity', '#LadyGaga']"
"Immersed in the soulful melodies of Adele, tears flow freely, moved by the emotion of 'Hello'. ",2019-11-28 19:45:00, AdeleMelodyTearjerker ,Facebook, #Emotion #AdeleMelodies ,30.0,60.0,Uk,2019,11,28,19,Thursday,Evening,immersed in the soulful melodies of adele tears flow freely moved by the emotion of hello,Positive,"['#Emotion', '#AdeleMelodies']"
"Drenched in confetti at a Katy Perry concert, a kaleidoscope of colors igniting the night sky. ",2020-06-22 22:00:00, KatyPerryColorExplosion ,Instagram, #Colorful #KatyPerry ,22.0,45.0,Usa,2020,6,22,22,Monday,Evening,drenched in confetti at a katy perry concert a kaleidoscope of colors igniting the night sky,Neutral,"['#Colorful', '#KatyPerry']"
"In the audience of a Jay-Z performance, the lyrics of 'Empire State of Mind' become an anthem of pride. ",2017-09-10 20:15:00, JayZEmpireListener ,Twitter, #Pride #JayZAnthem ,18.0,35.0,Usa,2017,9,10,20,Sunday,Evening,in the audience of a jayz performance the lyrics of empire state of mind become an anthem of pride,Neutral,"['#Pride', '#JayZAnthem']"
"Dancing to Shakira's rhythmic beats, hips swaying to the hypnotic charm of 'Hips Don't Lie'. ",2022-02-28 21:15:00, ShakiraHipsDancer ,Facebook, #Hypnotic #ShakiraRhythms ,28.0,55.0,Colombia,2022,2,28,21,Monday,Evening,dancing to shakiras rhythmic beats hips swaying to the hypnotic charm of hips dont lie,Neutral,"['#Hypnotic', '#ShakiraRhythms']"
"At a U2 concert, the anthemic chords of 'With or Without You' create a timeless moment of connection. ",2016-05-15 19:30:00, U2ConnectionSeeker ,Instagram, #Connection #U2Anthem ,25.0,50.0,Ireland,2016,5,15,19,Sunday,Evening,at a u concert the anthemic chords of with or without you create a timeless moment of connection,Neutral,"['#Connection', '#U2Anthem']"
"Rocking out at a Guns N' Roses show, the iconic riffs of 'Sweet Child o' Mine' echoing in the night. ",2018-12-10 22:30:00, GunsNRosesRiffRockstar ,Twitter, #Iconic #GNRConcert ,22.0,45.0,Usa,2018,12,10,22,Monday,Evening,rocking out at a guns n roses show the iconic riffs of sweet child o mine echoing in the night,Positive,"['#Iconic', '#GNRConcert']"
"In the crowd of an Ariana Grande concert, the high notes of 'Into You' create a euphoric symphony. ",2023-01-22 20:00:00, ArianaEuphoriaChaser ,Facebook, #Euphoria #ArianaGrande ,35.0,70.0,Usa,2023,1,22,20,Sunday,Evening,in the crowd of an ariana grande concert the high notes of into you create a euphoric symphony,Positive,"['#Euphoria', '#ArianaGrande']"
"Swaying to the reggae vibes of Bob Marley's tribute concert, each chord a journey to Jamaica's soul. ",2020-03-05 18:45:00, MarleyReggaeTraveler ,Instagram, #Journey #BobMarleyTribute ,30.0,60.0,Jamaica,2020,3,5,18,Thursday,Evening,swaying to the reggae vibes of bob marleys tribute concert each chord a journey to jamaicas soul,Neutral,"['#Journey', '#BobMarleyTribute']"
"Captivated by the spellbinding plot twists, the audience applauds, experiencing a rollercoaster of emotions at the movie premiere. ",2018-10-12 20:00:00, MovieEnthusiastPremiereAttendee ,Twitter, #Excitement #MoviePremiereThrills ,40.0,80.0,Usa,2018,10,12,20,Friday,Evening,captivated by the spellbinding plot twists the audience applauds experiencing a rollercoaster of emotions at the movie premiere,Neutral,"['#Excitement', '#MoviePremiereThrills']"
"As the credits roll, a profound sense of nostalgia washes over, reminiscent of cherished moments in classic films. ",2019-06-25 22:15:00, FilmLoverNostalgiaSeeker ,Instagram, #Nostalgia #ClassicFilmMoments ,35.0,70.0,Uk,2019,6,25,22,Tuesday,Evening,as the credits roll a profound sense of nostalgia washes over reminiscent of cherished moments in classic films,Neutral,"['#Nostalgia', '#ClassicFilmMoments']"
"Streaming the latest web series, the viewer is engrossed in the characters' journey, feeling a sense of connection and empathy. ",2020-07-08 19:30:00, WebSeriesViewerCharacterConnection ,Facebook, #Engagement #WebSeriesJourney ,30.0,60.0,Canada,2020,7,8,19,Wednesday,Evening,streaming the latest web series the viewer is engrossed in the characters journey feeling a sense of connection and empathy,Positive,"['#Engagement', '#WebSeriesJourney']"
"At the film festival, the indie filmmaker's creation receives a standing ovation, evoking pride and a sense of accomplishment. ",2017-09-18 21:45:00, IndieFilmmakerFestivalSuccess ,Twitter, #Pride #IndieFilmSuccess ,22.0,45.0,Australia,2017,9,18,21,Monday,Evening,at the film festival the indie filmmakers creation receives a standing ovation evoking pride and a sense of accomplishment,Neutral,"['#Pride', '#IndieFilmSuccess']"
"Watching a heartwarming family drama, tears flow freely as the characters overcome challenges, leaving the viewer with a warm glow. ",2021-01-15 18:00:00, DramaEnthusiastHeartwarmingMoments ,Instagram, #Touched #FamilyDramaMoments ,28.0,55.0,India,2021,1,15,18,Friday,Evening,watching a heartwarming family drama tears flow freely as the characters overcome challenges leaving the viewer with a warm glow,Positive,"['#Touched', '#FamilyDramaMoments']"
"At the Oscars, the actor graciously accepts an award, radiating joy and gratitude for the recognition of their outstanding performance. ",2016-02-28 20:30:00, AwardWinningActorOscarsRecipient ,Facebook, #Gratitude #OscarWinningMoment ,18.0,35.0,Usa,2016,2,28,20,Sunday,Evening,at the oscars the actor graciously accepts an award radiating joy and gratitude for the recognition of their outstanding performance,Positive,"['#Gratitude', '#OscarWinningMoment']"
"Discovering a hidden gem in the world of documentaries, the viewer is enlightened and inspired, feeling a renewed sense of curiosity. ",2022-04-20 17:30:00, DocumentaryEnthusiastHiddenGemFinder ,Twitter, #Inspiration #HiddenGemDiscovery ,22.0,45.0,France,2022,4,20,17,Wednesday,Evening,discovering a hidden gem in the world of documentaries the viewer is enlightened and inspired feeling a renewed sense of curiosity,Negative,"['#Inspiration', '#HiddenGemDiscovery']"
"As the movie credits roll, the viewer experiences a mix of awe and contemplation, pondering the deeper meanings woven into the storyline. ",2019-11-05 21:15:00, FilmBuffContemplativeViewer ,Instagram, #Contemplation #DeepMeanings ,28.0,55.0,Germany,2019,11,5,21,Tuesday,Evening,as the movie credits roll the viewer experiences a mix of awe and contemplation pondering the deeper meanings woven into the storyline,Neutral,"['#Contemplation', '#DeepMeanings']"
"Binge-watching a thrilling crime series, the suspense keeps the viewer on the edge of their seat, creating a rush of adrenaline. ",2015-07-12 22:00:00, CrimeSeriesEnthusiastThrillSeeker ,Facebook, #Suspense #CrimeSeriesThrills ,35.0,70.0,Japan,2015,7,12,22,Sunday,Evening,bingewatching a thrilling crime series the suspense keeps the viewer on the edge of their seat creating a rush of adrenaline,Positive,"['#Suspense', '#CrimeSeriesThrills']"
"As the closing scene unfolds, a sense of satisfaction washes over, completing the cinematic journey with a profound and fulfilling ending. ",2020-09-10 19:45:00, FilmCriticSatisfactionSeeker ,Twitter, #Satisfaction #FulfillingEnding ,22.0,45.0,Brazil,2020,9,10,19,Thursday,Evening,as the closing scene unfolds a sense of satisfaction washes over completing the cinematic journey with a profound and fulfilling ending,Neutral,"['#Satisfaction', '#FulfillingEnding']"
"Celebrating a historic victory in the World Cup, the nation erupts in joy, united by the triumph of their football team. ",2018-07-15 21:30:00, FootballFanWorldCupCelebration ,Instagram, #Joy #WorldCupTriumph ,40.0,80.0,Brazil,2018,7,15,21,Sunday,Evening,celebrating a historic victory in the world cup the nation erupts in joy united by the triumph of their football team,Positive,"['#Joy', '#WorldCupTriumph']"
"At the Olympics, the athlete's perseverance shines through, earning a gold medal and inspiring a generation with their remarkable achievement. ",2020-08-08 19:45:00, OlympicsEnthusiastGoldMedalWinner ,Twitter, #Inspiration #OlympicAchievement ,35.0,70.0,Usa,2020,8,8,19,Saturday,Evening,at the olympics the athletes perseverance shines through earning a gold medal and inspiring a generation with their remarkable achievement,Positive,"['#Inspiration', '#OlympicAchievement']"
"In the cricket championship, a nail-biting finish leaves fans on the edge of their seats, experiencing a rollercoaster of emotions. ",2019-06-25 22:15:00, CricketFanChampionshipThrills ,Facebook, #Excitement #CricketChampionship ,30.0,60.0,India,2019,6,25,22,Tuesday,Evening,in the cricket championship a nailbiting finish leaves fans on the edge of their seats experiencing a rollercoaster of emotions,Neutral,"['#Excitement', '#CricketChampionship']"
"Witnessing a record-breaking marathon, spectators are filled with awe and admiration for the endurance and dedication of the runners. ",2021-11-07 17:30:00, MarathonSpectatorRecordBreaking ,Instagram, #Admiration #MarathonRecords ,22.0,45.0,Kenya,2021,11,7,17,Sunday,Evening,witnessing a recordbreaking marathon spectators are filled with awe and admiration for the endurance and dedication of the runners,Positive,"['#Admiration', '#MarathonRecords']"
"In the tennis grand slam, a fierce rivalry unfolds, captivating fans with a display of skill and sportsmanship on the world stage. ",2017-09-10 20:15:00, TennisEnthusiastGrandSlamDrama ,Twitter, #Captivation #TennisRivalry ,28.0,55.0,Uk,2017,9,10,20,Sunday,Evening,in the tennis grand slam a fierce rivalry unfolds captivating fans with a display of skill and sportsmanship on the world stage,Positive,"['#Captivation', '#TennisRivalry']"
"Cheering for the underdog in the basketball finals, the crowd erupts in applause as the team defies odds to claim the championship title. ",2022-06-20 21:00:00, BasketballFanUnderdogTriumph ,Facebook, #Triumph #BasketballFinals ,18.0,35.0,Usa,2022,6,20,21,Monday,Evening,cheering for the underdog in the basketball finals the crowd erupts in applause as the team defies odds to claim the championship title,Neutral,"['#Triumph', '#BasketballFinals']"
"At the golf tournament, the golfer's precision and focus lead to a stunning victory, leaving spectators in awe of their exceptional skill. ",2016-04-10 18:30:00, GolfEnthusiastPrecisionVictory ,Instagram, #Awe #GolfVictory ,22.0,45.0,Scotland,2016,4,10,18,Sunday,Evening,at the golf tournament the golfers precision and focus lead to a stunning victory leaving spectators in awe of their exceptional skill,Positive,"['#Awe', '#GolfVictory']"
"Experiencing the thrill of a high-speed Formula 1 race, fans are on the edge of their seats as drivers compete for the championship. ",2019-11-24 19:45:00, F1FanHighSpeedRaceExcitement ,Twitter, #Thrill #Formula1Championship ,28.0,55.0,Germany,2019,11,24,19,Sunday,Evening,experiencing the thrill of a highspeed formula  race fans are on the edge of their seats as drivers compete for the championship,Neutral,"['#Thrill', '#Formula1Championship']"
"In the cycling world championship, the climber conquers challenging terrains, symbolizing determination and achievement against all odds. ",2015-09-28 22:30:00, CyclingEnthusiastWorldChampion ,Facebook, #Determination #CyclingChampion ,35.0,70.0,Italy,2015,9,28,22,Monday,Evening,in the cycling world championship the climber conquers challenging terrains symbolizing determination and achievement against all odds,Positive,"['#Determination', '#CyclingChampion']"
"Witnessing a heartwarming comeback in the hockey finals, fans share tears of joy as the team secures a historic victory after adversity. ",2020-12-12 20:00:00, HockeyFanComebackVictory ,Instagram, #Heartwarming #HockeyFinalsComeback ,22.0,45.0,Canada,2020,12,12,20,Saturday,Evening,witnessing a heartwarming comeback in the hockey finals fans share tears of joy as the team secures a historic victory after adversity,Positive,"['#Heartwarming', '#HockeyFinalsComeback']"
"After a series of defeats, the soccer team faces disappointment, struggling to find the silver lining in a challenging season. ",2019-11-02 18:45:00, SoccerFanTeamDefeats ,Twitter, #Disappointment #SoccerDefeats ,40.0,80.0,Brazil,2019,11,2,18,Saturday,Evening,after a series of defeats the soccer team faces disappointment struggling to find the silver lining in a challenging season,Neutral,"['#Disappointment', '#SoccerDefeats']"
"In the tennis tournament, a highly anticipated player experiences a setback, leaving fans in shock and questioning the unforeseen turn of events. ",2018-07-10 21:15:00, TennisEnthusiastUnexpectedSetback ,Instagram, #Frustration #TennisSetback ,35.0,70.0,Usa,2018,7,10,21,Tuesday,Evening,in the tennis tournament a highly anticipated player experiences a setback leaving fans in shock and questioning the unforeseen turn of events,Positive,"['#Frustration', '#TennisSetback']"
"Facing a defeat in the championship, the boxer reflects on the challenges, vowing to return stronger and more determined in the next bout. ",2020-09-18 19:30:00, BoxingFanChampionshipDefeat ,Facebook, #Reflection #BoxingDefeat ,30.0,60.0,Uk,2020,9,18,19,Friday,Evening,facing a defeat in the championship the boxer reflects on the challenges vowing to return stronger and more determined in the next bout,Positive,"['#Reflection', '#BoxingDefeat']"
"In the midst of a cycling race, a tire blowout leads to frustration for the cyclist, who valiantly tries to overcome the unexpected obstacle. ",2017-05-15 22:00:00, CyclingEnthusiastTireBlowout ,Twitter, #Obstacle #CyclingFrustration ,22.0,45.0,France,2017,5,15,22,Monday,Evening,in the midst of a cycling race a tire blowout leads to frustration for the cyclist who valiantly tries to overcome the unexpected obstacle,Neutral,"['#Obstacle', '#CyclingFrustration']"
